Temperature,Rainfall,Humidity,Moisture,Potassium,Phosphorus,Crop
14,40,61,387,285,237,Barley
23,95,35,370,327,45,chile
25,314,71,422,63,290,Rice
13,116,76,581,287,235,Tomato
24,45,51,438,126,225,Wheat
10,39,65,412,304,311,Barley
18,110,40,309,276,28,chile
26,343,78,430,183,182,Rice
13,148,89,542,236,71,Tomato
24,42,51,423,232,282,Wheat
6,46,62,380,446,332,Barley
20,82,37,393,331,27,chile
22,217,70,402,154,236,Rice
16,71,89,568,249,276,Tomato
23,34,60,441,226,255,Wheat
6,50,64,404,394,389,Barley
19,115,32,332,217,20,chile
25,235,76,408,252,59,Rice
16,112,85,470,244,135,Tomato
21,75,58,413,146,196,Wheat
11,50,65,403,299,425,Barley
22,111,39,311,280,19,chile
22,186,78,391,261,245,Rice
15,112,77,590,237,153,Tomato
22,85,55,446,175,271,Wheat
17,39,65,427,283,354,Barley
18,115,34,394,237,32,chile
26,177,61,430,123,226,Rice
16,110,81,496,267,174,Tomato
21,37,60,444,237,280,Wheat
5,50,60,383,412,376,Barley
23,85,39,334,314,35,chile
21,295,75,405,139,272,Rice
13,73,76,649,201,265,Tomato
21,58,58,431,339,204,Wheat
26,43,63,423,426,271,Barley
19,107,35,341,308,29,chile
26,201,69,428,228,166,Rice
14,60,77,464,283,153,Tomato
22,82,55,447,132,236,Wheat
21,41,63,415,424,335,Barley
19,99,34,331,198,23,chile
26,342,78,393,74,179,Rice
14,75,81,555,197,352,Tomato
23,30,55,432,370,200,Wheat
5,45,64,412,410,287,Barley
23,98,34,343,211,33,chile
26,247,67,428,185,241,Rice
15,145,79,510,210,120,Tomato
21,100,52,433,138,245,Wheat
21,42,60,394,394,431,Barley
18,83,31,317,308,37,chile
25,290,78,393,117,324,Rice
15,148,82,610,217,345,Tomato
23,88,51,423,135,287,Wheat
18,41,70,382,435,411,Barley
26,87,35,380,261,29,chile
26,290,67,405,81,93,Rice
16,129,84,601,193,78,Tomato
23,42,58,425,325,200,Wheat
25,40,68,390,362,415,Barley
19,103,34,343,229,33,chile
25,244,77,387,225,178,Rice
16,119,84,627,234,57,Tomato
21,67,50,445,234,259,Wheat
13,45,68,404,434,251,Barley
19,85,31,345,192,39,chile
26,183,73,387,166,179,Rice
14,73,81,515,201,143,Tomato
24,98,59,422,115,198,Wheat
21,45,63,415,281,271,Barley
21,114,36,359,229,32,chile
27,328,78,426,223,220,Rice
15,75,90,604,289,252,Tomato
22,33,52,414,286,212,Wheat
25,43,66,409,408,300,Barley
24,98,38,355,200,27,chile
21,216,61,401,114,256,Rice
14,149,86,613,286,232,Tomato
24,96,57,400,367,256,Wheat
7,39,66,407,362,372,Barley
22,92,34,309,318,41,chile
23,204,76,389,195,143,Rice
15,145,75,642,188,130,Tomato
24,75,55,401,249,274,Wheat
24,48,67,405,448,382,Barley
24,118,35,332,263,38,chile
22,202,74,383,238,134,Rice
13,73,87,612,252,124,Tomato
21,50,56,438,350,262,Wheat
13,42,61,405,337,378,Barley
18,83,40,301,303,42,chile
24,346,75,404,184,78,Rice
14,147,82,504,273,216,Tomato
21,77,52,450,159,245,Wheat
26,49,63,414,308,385,Barley
26,94,40,329,338,44,chile
26,284,80,412,191,241,Rice
15,66,89,605,259,211,Tomato
24,51,50,415,204,286,Wheat
20,49,70,420,280,345,Barley
24,105,40,330,335,35,chile
23,322,64,416,150,308,Rice
13,114,83,631,252,231,Tomato
24,100,54,445,139,218,Wheat
23,43,66,403,296,439,Barley
24,112,34,389,326,33,chile
23,306,78,391,122,324,Rice
13,149,75,461,272,47,Tomato
23,53,53,400,218,289,Wheat
7,47,70,403,375,405,Barley
24,106,39,322,242,27,chile
22,178,72,416,126,130,Rice
14,66,80,529,216,169,Tomato
23,40,52,412,179,268,Wheat
17,48,68,396,371,374,Barley
22,88,35,303,188,38,chile
25,319,79,417,65,254,Rice
15,83,75,554,195,334,Tomato
21,100,52,408,107,252,Wheat
22,40,66,383,434,365,Barley
24,84,34,335,318,30,chile
26,214,68,396,92,312,Rice
14,91,85,452,252,129,Tomato
22,79,50,425,286,269,Wheat
23,50,65,395,393,395,Barley
18,96,39,352,264,37,chile
26,212,69,430,104,186,Rice
16,66,82,495,256,291,Tomato
22,57,58,437,182,275,Wheat
9,45,64,408,383,247,Barley
18,92,37,353,195,32,chile
27,211,75,388,63,170,Rice
13,86,90,589,274,63,Tomato
21,71,60,424,257,236,Wheat
5,42,64,401,315,416,Barley
22,119,39,315,306,18,chile
27,214,70,400,111,112,Rice
13,129,81,530,247,296,Tomato
22,55,58,421,126,216,Wheat
24,50,61,385,353,300,Barley
25,117,39,384,313,23,chile
22,285,69,385,196,279,Rice
16,137,85,570,274,192,Tomato
24,90,60,401,193,204,Wheat
26,42,64,417,397,263,Barley
26,114,40,337,250,32,chile
27,191,67,385,254,196,Rice
16,73,76,550,271,209,Tomato
22,93,58,427,332,289,Wheat
8,48,66,386,311,392,Barley
22,102,33,360,327,39,chile
24,280,77,416,183,137,Rice
15,147,84,531,247,69,Tomato
22,61,60,409,189,266,Wheat
11,47,63,411,325,232,Barley
23,109,32,393,323,21,chile
22,200,78,393,200,80,Rice
16,130,89,528,204,178,Tomato
22,34,52,437,359,239,Wheat
10,40,60,382,306,300,Barley
20,118,38,366,310,44,chile
22,215,66,406,217,300,Rice
16,118,80,507,265,256,Tomato
22,44,56,423,278,268,Wheat
17,48,67,393,434,338,Barley
21,87,35,354,275,33,chile
22,291,69,428,231,88,Rice
15,131,76,622,264,71,Tomato
24,66,57,430,382,241,Wheat
13,45,64,428,357,376,Barley
26,94,30,341,223,45,chile
27,274,74,408,225,298,Rice
13,62,77,450,274,48,Tomato
23,51,56,439,384,270,Wheat
16,45,64,403,368,315,Barley
18,81,34,340,338,37,chile
24,314,67,422,171,198,Rice
14,87,89,499,190,290,Tomato
24,76,52,427,104,210,Wheat
14,39,62,398,349,391,Barley
21,95,37,349,275,22,chile
27,233,73,400,73,106,Rice
16,86,81,606,282,137,Tomato
24,76,51,414,235,281,Wheat
10,42,61,416,386,382,Barley
20,100,35,317,202,38,chile
27,179,61,396,110,311,Rice
13,99,81,617,220,164,Tomato
24,53,55,408,170,262,Wheat
8,48,66,407,359,427,Barley
18,88,33,349,232,40,chile
21,246,65,406,100,236,Rice
16,103,77,470,243,284,Tomato
22,35,59,435,205,235,Wheat
17,49,64,430,444,226,Barley
19,85,30,364,231,25,chile
27,332,62,422,244,250,Rice
14,138,85,499,230,254,Tomato
23,57,51,423,238,270,Wheat
16,46,67,415,381,317,Barley
26,115,33,336,272,29,chile
24,203,64,421,84,307,Rice
14,111,79,459,253,272,Tomato
21,39,58,414,392,270,Wheat
8,48,67,403,415,242,Barley
20,82,34,322,329,28,chile
27,223,77,410,180,328,Rice
14,87,85,618,235,331,Tomato
23,88,53,425,361,258,Wheat
6,44,66,425,399,365,Barley
24,110,33,349,200,46,chile
24,182,70,419,172,271,Rice
13,150,75,594,260,119,Tomato
24,49,58,404,217,283,Wheat
24,44,65,429,427,295,Barley
19,103,33,321,228,44,chile
23,343,66,404,238,312,Rice
15,104,88,597,226,216,Tomato
24,39,58,413,314,217,Wheat
10,49,68,396,430,270,Barley
20,83,35,318,192,19,chile
27,232,71,404,124,242,Rice
16,127,88,639,291,190,Tomato
23,89,60,404,339,210,Wheat
20,48,69,395,439,315,Barley
19,100,38,344,201,37,chile
25,285,61,406,71,145,Rice
15,105,83,467,249,225,Tomato
21,68,57,406,295,202,Wheat
16,44,69,429,310,265,Barley
18,92,39,393,244,18,chile
23,261,61,394,78,233,Rice
16,134,86,574,239,229,Tomato
21,36,59,400,103,256,Wheat
11,40,67,418,299,225,Barley
21,115,36,318,322,37,chile
25,218,65,430,120,58,Rice
13,90,77,599,293,182,Tomato
22,56,59,423,281,252,Wheat
17,44,61,403,363,352,Barley
24,84,32,380,325,41,chile
23,192,78,385,63,260,Rice
13,80,84,569,208,62,Tomato
21,39,53,414,196,231,Wheat
13,47,69,407,301,290,Barley
26,120,30,304,208,37,chile
23,261,62,406,162,193,Rice
13,126,80,577,224,329,Tomato
21,81,52,436,198,226,Wheat
16,42,62,396,280,336,Barley
24,110,37,389,318,31,chile
23,295,79,391,170,168,Rice
15,136,77,502,201,228,Tomato
21,31,59,421,102,197,Wheat
13,44,69,383,403,245,Barley
22,82,34,352,295,18,chile
23,217,67,412,81,78,Rice
15,101,83,570,279,260,Tomato
21,38,55,411,228,231,Wheat
22,48,66,399,323,267,Barley
19,105,36,384,306,33,chile
27,318,64,404,261,179,Rice
15,71,76,502,226,268,Tomato
21,57,59,423,118,240,Wheat
13,49,61,406,439,429,Barley
22,90,35,365,201,28,chile
24,200,79,415,183,249,Rice
14,118,89,613,230,264,Tomato
21,92,54,400,241,201,Wheat
22,47,70,421,363,361,Barley
18,108,37,342,283,42,chile
24,232,66,409,246,287,Rice
13,60,84,607,225,244,Tomato
21,67,55,436,151,283,Wheat
11,41,67,387,430,289,Barley
24,117,36,369,331,39,chile
21,342,75,399,133,59,Rice
13,80,87,595,245,216,Tomato
23,74,55,422,369,223,Wheat
15,47,67,420,406,420,Barley
22,113,37,360,339,32,chile
25,278,72,388,182,264,Rice
16,98,90,491,233,61,Tomato
24,30,53,419,288,280,Wheat
16,44,67,416,416,404,Barley
25,102,40,335,329,27,chile
25,275,60,427,193,83,Rice
14,149,80,486,217,134,Tomato
22,90,55,435,285,263,Wheat
22,39,66,406,425,238,Barley
23,80,35,332,265,28,chile
25,334,79,413,209,116,Rice
14,147,77,638,243,108,Tomato
22,82,60,436,146,240,Wheat
11,43,67,405,341,324,Barley
26,111,38,394,228,37,chile
22,298,74,395,111,74,Rice
15,120,75,560,271,116,Tomato
24,44,60,428,204,243,Wheat
27,48,65,386,299,409,Barley
22,100,31,398,235,38,chile
26,239,62,403,211,281,Rice
14,78,82,480,231,289,Tomato
24,63,59,406,194,272,Wheat
11,41,68,407,354,432,Barley
24,117,34,392,336,28,chile
27,225,78,410,221,163,Rice
13,148,87,646,270,258,Tomato
23,88,50,419,151,198,Wheat
27,41,67,414,366,249,Barley
18,98,34,308,233,21,chile
21,263,64,404,187,328,Rice
15,64,83,546,238,242,Tomato
21,90,55,438,261,224,Wheat
27,42,70,399,300,258,Barley
23,98,36,390,221,28,chile
21,220,73,389,111,156,Rice
16,150,77,572,234,311,Tomato
22,62,51,414,373,237,Wheat
11,40,67,386,285,406,Barley
25,104,39,338,199,24,chile
25,313,61,425,145,198,Rice
16,88,77,463,197,265,Tomato
24,41,53,447,201,275,Wheat
14,46,65,404,448,357,Barley
18,92,30,311,313,39,chile
25,303,80,427,120,299,Rice
15,109,87,528,287,248,Tomato
24,81,56,402,389,220,Wheat
8,48,63,413,328,412,Barley
18,110,34,344,242,24,chile
24,271,75,402,260,215,Rice
14,149,75,643,230,344,Tomato
22,68,57,445,112,226,Wheat
8,41,66,403,409,324,Barley
19,107,32,380,264,41,chile
22,296,74,384,202,164,Rice
16,122,76,461,206,284,Tomato
22,97,53,424,207,225,Wheat
26,41,69,406,426,388,Barley
21,83,40,300,275,40,chile
22,263,61,401,122,310,Rice
13,108,80,476,237,214,Tomato
24,31,52,422,163,198,Wheat
24,48,67,390,414,436,Barley
20,81,33,330,264,39,chile
24,235,66,417,121,171,Rice
13,132,78,579,228,337,Tomato
24,96,51,416,321,243,Wheat
18,43,61,417,404,276,Barley
26,106,39,332,240,43,chile
22,222,71,419,245,90,Rice
16,78,88,515,254,206,Tomato
23,73,56,440,277,258,Wheat
20,40,63,426,341,302,Barley
19,118,39,357,283,43,chile
23,218,72,406,65,174,Rice
15,141,86,478,276,322,Tomato
21,68,54,432,249,265,Wheat
12,48,66,384,437,398,Barley
18,110,39,304,225,45,chile
23,213,74,430,188,102,Rice
14,105,77,618,253,298,Tomato
23,63,53,419,188,267,Wheat
9,42,67,424,296,431,Barley
20,107,37,335,335,27,chile
24,238,69,395,249,263,Rice
14,63,80,495,291,353,Tomato
22,60,57,413,391,232,Wheat
25,44,62,424,316,356,Barley
25,117,37,398,252,39,chile
25,299,71,424,106,112,Rice
13,92,85,616,238,234,Tomato
21,93,55,402,224,265,Wheat
26,49,65,382,375,264,Barley
20,94,36,303,250,34,chile
24,326,74,400,234,181,Rice
14,68,79,590,191,297,Tomato
22,81,52,420,375,264,Wheat
22,40,61,430,328,407,Barley
22,83,38,331,314,46,chile
26,278,79,389,207,112,Rice
15,89,84,474,245,78,Tomato
23,40,51,421,299,254,Wheat
20,49,60,404,417,378,Barley
25,94,30,376,215,45,chile
24,338,70,401,143,199,Rice
15,134,81,504,263,95,Tomato
21,77,57,442,290,216,Wheat
27,41,69,409,320,397,Barley
20,113,33,319,315,22,chile
21,305,63,420,257,294,Rice
14,132,90,575,251,48,Tomato
22,58,50,411,136,257,Wheat
10,41,65,388,430,346,Barley
23,108,38,314,233,22,chile
25,350,67,394,195,77,Rice
16,128,83,455,235,320,Tomato
23,31,50,407,258,277,Wheat
26,50,62,428,433,280,Barley
21,118,35,374,336,23,chile
22,183,68,397,205,324,Rice
14,64,79,580,236,153,Tomato
22,59,58,404,186,286,Wheat
16,42,70,391,393,261,Barley
26,80,34,365,309,24,chile
21,247,68,389,147,243,Rice
14,140,79,576,201,32,Tomato
21,58,54,404,173,202,Wheat
18,41,66,409,407,246,Barley
21,113,35,373,333,42,chile
25,237,78,424,183,298,Rice
16,85,81,522,232,137,Tomato
24,70,60,421,271,194,Wheat
13,47,60,408,289,268,Barley
24,83,39,343,205,34,chile
27,205,80,423,173,151,Rice
16,68,78,460,260,145,Tomato
24,65,51,431,134,255,Wheat
22,44,64,420,310,249,Barley
18,120,35,303,223,33,chile
22,255,72,427,95,209,Rice
13,141,85,628,220,246,Tomato
23,100,53,418,212,280,Wheat
27,45,61,426,362,307,Barley
25,90,32,328,225,40,chile
27,271,66,397,158,225,Rice
15,109,80,565,210,131,Tomato
24,65,57,441,233,271,Wheat
17,50,70,390,391,299,Barley
23,107,36,329,229,30,chile
23,280,77,426,131,240,Rice
13,135,77,639,260,342,Tomato
22,59,60,432,211,268,Wheat
26,49,65,384,353,343,Barley
23,88,33,347,249,31,chile
24,182,77,405,108,96,Rice
13,84,77,577,234,144,Tomato
21,56,53,425,130,250,Wheat
25,49,60,421,328,312,Barley
19,91,36,389,336,17,chile
24,330,77,384,125,162,Rice
16,79,84,517,218,315,Tomato
21,72,50,435,155,206,Wheat
22,44,60,408,314,396,Barley
26,95,32,388,195,46,chile
23,217,75,386,79,265,Rice
15,124,83,569,253,330,Tomato
22,58,53,441,264,251,Wheat
27,46,68,390,401,413,Barley
26,81,35,344,305,32,chile
26,212,66,393,211,256,Rice
14,90,79,552,209,232,Tomato
24,57,60,447,164,290,Wheat
24,50,67,428,441,238,Barley
22,99,40,375,265,26,chile
25,207,62,393,64,264,Rice
16,81,88,647,272,333,Tomato
22,50,57,401,356,281,Wheat
11,39,68,421,286,377,Barley
19,88,30,311,327,43,chile
25,249,61,426,141,220,Rice
13,76,88,627,287,52,Tomato
22,84,59,427,375,218,Wheat
12,47,61,429,421,292,Barley
26,99,30,338,305,22,chile
21,318,68,391,87,120,Rice
13,114,76,471,206,215,Tomato
24,63,60,441,116,260,Wheat
24,40,70,392,295,383,Barley
25,103,30,361,200,43,chile
21,283,68,402,63,118,Rice
15,146,76,570,230,191,Tomato
22,90,53,449,381,239,Wheat
8,46,67,383,447,286,Barley
21,81,36,302,215,44,chile
23,205,64,400,146,82,Rice
15,131,78,450,268,235,Tomato
23,90,55,403,225,250,Wheat
27,46,60,414,326,297,Barley
20,116,39,357,217,44,chile
21,284,65,412,93,226,Rice
13,78,79,580,188,193,Tomato
23,47,56,436,299,249,Wheat
22,45,61,398,440,339,Barley
22,86,35,397,315,28,chile
21,294,79,395,100,90,Rice
14,121,75,547,264,245,Tomato
24,37,52,447,333,235,Wheat
20,40,69,410,403,359,Barley
25,113,39,317,232,22,chile
26,277,63,393,197,170,Rice
15,97,84,640,220,138,Tomato
22,39,60,401,315,220,Wheat
19,41,70,429,447,303,Barley
18,96,36,310,259,24,chile
25,177,62,395,207,143,Rice
14,80,86,564,290,66,Tomato
21,87,53,410,210,229,Wheat
9,49,66,422,320,270,Barley
24,115,32,340,220,44,chile
22,226,69,401,71,99,Rice
13,103,77,492,221,161,Tomato
24,38,57,443,110,285,Wheat
8,40,69,420,297,276,Barley
20,80,40,315,205,32,chile
23,216,74,426,190,307,Rice
15,68,80,607,241,252,Tomato
23,45,59,450,350,246,Wheat
7,43,70,426,379,426,Barley
26,100,37,387,338,24,chile
27,186,75,393,227,201,Rice
13,127,82,600,197,90,Tomato
22,57,59,406,362,235,Wheat
14,50,66,398,390,365,Barley
25,100,34,348,247,42,chile
21,285,71,392,255,173,Rice
16,125,83,641,218,151,Tomato
22,87,58,446,291,260,Wheat
17,41,67,384,345,350,Barley
18,93,30,303,237,41,chile
22,187,80,423,263,244,Rice
13,83,83,519,192,204,Tomato
22,56,59,425,213,277,Wheat
7,49,61,427,326,380,Barley
18,95,38,332,305,27,chile
27,304,69,404,71,61,Rice
13,148,88,471,218,201,Tomato
21,39,59,413,209,225,Wheat
21,41,67,404,328,415,Barley
25,107,36,381,281,23,chile
23,207,62,425,239,324,Rice
13,108,77,593,269,194,Tomato
21,63,52,429,208,217,Wheat
11,48,68,381,442,221,Barley
24,100,38,348,323,21,chile
23,202,67,388,243,195,Rice
14,131,88,496,219,162,Tomato
23,98,56,440,276,232,Wheat
8,44,69,430,427,271,Barley
23,107,30,335,308,22,chile
26,258,78,408,184,175,Rice
14,140,81,629,267,180,Tomato
21,32,60,425,176,217,Wheat
11,46,69,388,377,377,Barley
24,100,31,356,296,43,chile
25,183,66,388,115,67,Rice
14,63,89,602,283,133,Tomato
23,34,55,433,132,289,Wheat
10,45,64,398,439,392,Barley
18,119,33,354,281,42,chile
24,201,76,405,135,112,Rice
14,88,83,595,222,62,Tomato
23,46,51,424,156,242,Wheat
6,47,63,407,295,313,Barley
18,119,39,377,217,46,chile
22,197,61,387,188,157,Rice
16,127,85,486,232,252,Tomato
24,46,53,412,241,254,Wheat
17,44,64,392,361,420,Barley
24,81,32,319,194,39,chile
27,188,62,402,252,330,Rice
13,110,76,636,223,353,Tomato
24,31,51,448,140,262,Wheat
6,47,69,416,289,414,Barley
25,117,34,304,223,17,chile
26,204,63,423,240,216,Rice
16,95,84,469,233,130,Tomato
22,82,54,427,327,218,Wheat
16,39,66,420,317,412,Barley
22,106,34,327,282,44,chile
26,318,64,420,73,164,Rice
14,137,78,615,206,289,Tomato
24,53,53,400,219,216,Wheat
20,39,63,415,424,374,Barley
20,85,36,391,206,23,chile
27,249,74,414,247,72,Rice
14,148,75,621,209,355,Tomato
22,70,59,418,129,248,Wheat
12,45,64,402,419,280,Barley
18,88,32,350,263,20,chile
24,343,65,427,186,101,Rice
15,111,89,611,285,220,Tomato
24,57,51,424,110,236,Wheat
23,46,68,410,371,300,Barley
20,119,33,313,253,33,chile
26,228,71,404,65,178,Rice
13,68,84,452,215,131,Tomato
21,40,59,424,183,201,Wheat
25,46,60,399,366,344,Barley
26,116,30,325,204,41,chile
23,185,75,407,247,214,Rice
13,140,76,565,286,351,Tomato
24,65,60,437,133,206,Wheat
13,40,63,430,289,398,Barley
18,92,32,362,231,39,chile
23,239,65,423,236,286,Rice
16,73,87,558,191,210,Tomato
24,96,55,432,235,264,Wheat
10,44,64,383,370,316,Barley
19,120,35,383,233,29,chile
25,350,71,409,121,126,Rice
13,64,83,578,275,130,Tomato
21,85,55,438,343,214,Wheat
23,48,62,380,338,287,Barley
23,84,33,305,212,25,chile
27,319,74,387,98,96,Rice
14,65,86,539,231,309,Tomato
21,72,51,430,146,277,Wheat
16,43,63,383,312,423,Barley
21,108,34,353,195,45,chile
23,326,70,408,106,228,Rice
15,114,76,605,245,90,Tomato
24,94,60,441,290,240,Wheat
24,44,60,411,349,361,Barley
21,111,39,336,243,41,chile
23,337,63,388,119,198,Rice
16,63,87,586,219,70,Tomato
21,79,59,427,342,207,Wheat
22,50,63,416,397,253,Barley
18,100,34,311,187,19,chile
25,254,76,393,58,197,Rice
13,71,82,571,232,76,Tomato
22,85,50,414,169,273,Wheat
25,40,67,406,391,283,Barley
26,96,36,344,244,28,chile
26,336,78,398,134,177,Rice
13,148,79,499,270,166,Tomato
21,73,50,405,179,254,Wheat
8,45,66,413,414,298,Barley
20,80,30,354,207,21,chile
25,215,80,386,137,235,Rice
16,103,81,560,194,87,Tomato
21,54,51,438,294,195,Wheat
22,39,64,380,327,240,Barley
25,112,34,331,266,28,chile
21,290,75,387,244,71,Rice
13,135,79,562,189,219,Tomato
24,83,58,438,134,198,Wheat
12,46,67,400,292,275,Barley
18,114,37,344,326,41,chile
21,232,63,405,238,171,Rice
14,98,79,579,288,318,Tomato
22,83,60,410,291,268,Wheat
10,46,66,424,438,356,Barley
20,119,40,319,244,26,chile
25,248,71,397,81,209,Rice
13,113,83,635,270,191,Tomato
21,67,60,433,204,291,Wheat
7,40,61,383,429,263,Barley
24,84,32,355,284,25,chile
21,300,73,398,199,228,Rice
15,88,78,635,235,26,Tomato
21,69,56,411,330,273,Wheat
20,41,62,410,433,346,Barley
23,120,31,349,296,42,chile
25,218,75,427,134,172,Rice
13,137,82,517,250,113,Tomato
24,38,54,420,210,212,Wheat
22,47,69,412,355,364,Barley
18,116,31,309,274,38,chile
21,286,64,392,201,318,Rice
13,130,84,579,249,46,Tomato
22,93,52,421,181,260,Wheat
14,45,68,412,312,235,Barley
22,96,39,326,231,43,chile
27,304,63,392,129,205,Rice
15,63,78,509,288,146,Tomato
21,44,58,423,333,196,Wheat
12,43,63,397,323,373,Barley
18,98,34,315,271,18,chile
24,257,62,399,107,196,Rice
13,93,80,522,261,285,Tomato
21,68,57,424,153,197,Wheat
22,50,67,402,389,308,Barley
21,99,38,344,233,20,chile
25,181,64,414,127,333,Rice
16,66,85,532,251,278,Tomato
23,57,50,400,229,224,Wheat
24,48,63,416,378,244,Barley
20,98,30,370,204,17,chile
26,189,73,420,160,288,Rice
13,85,86,610,256,287,Tomato
22,91,55,430,324,268,Wheat
10,46,60,423,414,401,Barley
18,118,38,336,272,28,chile
23,247,72,392,121,181,Rice
15,79,87,585,235,175,Tomato
24,95,57,449,275,284,Wheat
9,40,60,403,313,311,Barley
20,83,35,323,293,21,chile
21,349,76,384,225,303,Rice
14,86,85,537,229,69,Tomato
21,34,56,409,271,230,Wheat
8,39,67,383,331,304,Barley
24,117,31,322,231,25,chile
23,259,75,410,145,58,Rice
16,102,75,512,213,343,Tomato
21,85,55,409,228,236,Wheat
17,50,62,386,401,411,Barley
23,110,40,320,319,42,chile
23,292,60,393,121,261,Rice
16,93,86,528,191,35,Tomato
21,69,55,416,138,212,Wheat
25,39,63,381,448,370,Barley
24,94,39,368,239,39,chile
24,182,72,421,120,194,Rice
16,120,84,574,269,109,Tomato
22,46,56,408,166,212,Wheat
20,49,66,413,396,408,Barley
18,101,32,355,290,38,chile
27,317,79,430,119,320,Rice
16,116,83,608,239,342,Tomato
24,94,52,426,310,200,Wheat
24,48,67,430,398,246,Barley
23,107,33,391,261,31,chile
22,184,80,393,111,309,Rice
13,65,89,585,280,139,Tomato
22,36,58,406,244,280,Wheat
25,46,61,390,450,250,Barley
25,120,33,366,242,29,chile
25,265,68,412,135,147,Rice
15,146,78,508,271,213,Tomato
24,72,52,429,111,278,Wheat
20,45,66,383,441,339,Barley
18,112,37,398,226,36,chile
21,246,76,415,101,206,Rice
13,80,82,499,240,63,Tomato
24,73,58,434,166,244,Wheat
10,44,66,427,383,437,Barley
26,92,35,381,195,27,chile
27,289,78,389,113,213,Rice
15,84,82,611,272,256,Tomato
22,72,58,418,172,258,Wheat
10,47,61,421,347,351,Barley
22,112,33,340,227,25,chile
22,350,69,424,130,185,Rice
15,76,88,532,206,62,Tomato
22,61,56,440,201,210,Wheat
11,48,70,395,448,244,Barley
19,105,40,312,281,21,chile
25,333,63,427,78,93,Rice
13,79,83,602,267,336,Tomato
24,47,53,443,341,246,Wheat
6,49,62,403,355,223,Barley
24,98,33,380,240,43,chile
24,238,78,420,159,91,Rice
15,142,79,468,225,241,Tomato
24,31,58,406,317,203,Wheat
9,41,64,398,323,327,Barley
19,110,32,356,221,24,chile
21,234,78,428,229,90,Rice
16,65,77,597,249,147,Tomato
21,87,60,442,331,279,Wheat
16,40,69,424,320,362,Barley
25,98,40,319,202,41,chile
26,208,60,419,98,216,Rice
14,74,89,629,249,129,Tomato
22,60,57,403,116,264,Wheat
21,43,65,388,436,377,Barley
23,118,35,355,218,22,chile
27,257,66,426,69,69,Rice
14,82,85,587,261,111,Tomato
22,41,59,427,142,269,Wheat
24,46,67,423,334,414,Barley
18,108,34,360,231,37,chile
24,325,67,404,220,154,Rice
14,148,88,606,199,127,Tomato
23,43,50,421,357,260,Wheat
26,39,67,400,438,327,Barley
20,117,39,363,195,30,chile
26,287,60,408,168,244,Rice
16,93,78,503,272,105,Tomato
21,99,53,436,318,231,Wheat
5,49,67,391,452,235,Barley
19,84,37,382,282,28,chile
24,181,70,430,136,235,Rice
14,82,80,480,237,106,Tomato
21,32,55,401,335,275,Wheat
12,39,69,385,378,296,Barley
25,117,36,352,291,39,chile
22,320,73,393,180,183,Rice
15,87,77,635,260,140,Tomato
23,79,54,427,215,287,Wheat
22,43,66,425,417,387,Barley
21,111,30,363,200,35,chile
21,283,61,389,57,144,Rice
16,74,80,583,190,308,Tomato
24,57,60,422,272,223,Wheat
10,46,69,401,354,334,Barley
24,83,31,308,302,40,chile
23,309,80,396,106,202,Rice
16,64,84,456,246,257,Tomato
23,72,60,422,178,212,Wheat
20,44,67,387,377,268,Barley
20,84,30,342,233,44,chile
23,284,70,397,166,87,Rice
16,141,85,609,232,284,Tomato
24,59,54,432,358,211,Wheat
7,41,69,394,292,437,Barley
18,116,40,346,274,22,chile
26,301,71,416,117,275,Rice
15,116,88,485,255,96,Tomato
21,78,55,432,344,253,Wheat
17,48,68,390,388,430,Barley
18,83,38,323,258,41,chile
25,253,67,406,194,63,Rice
14,83,77,612,217,154,Tomato
21,99,55,447,235,278,Wheat
16,46,65,384,358,267,Barley
21,108,30,321,300,43,chile
23,348,67,411,116,71,Rice
16,145,90,571,193,310,Tomato
21,67,56,416,255,268,Wheat
13,44,63,394,324,235,Barley
18,80,31,367,290,26,chile
26,210,60,411,159,172,Rice
16,91,81,525,194,318,Tomato
24,69,51,433,182,290,Wheat
25,40,61,403,390,353,Barley
25,120,39,370,203,39,chile
25,292,63,389,108,234,Rice
14,119,90,468,252,299,Tomato
22,58,57,402,290,287,Wheat
10,48,63,426,423,397,Barley
18,101,35,365,337,37,chile
27,175,74,386,119,118,Rice
14,109,90,642,188,204,Tomato
22,49,54,446,279,239,Wheat
5,39,61,387,373,241,Barley
25,109,36,322,292,41,chile
24,183,79,430,215,275,Rice
13,122,81,454,265,133,Tomato
24,40,60,431,240,253,Wheat
22,43,69,424,369,413,Barley
22,84,35,346,339,37,chile
25,330,71,397,170,143,Rice
16,132,82,532,202,247,Tomato
22,88,60,416,164,273,Wheat
7,39,67,417,427,361,Barley
26,110,33,360,340,34,chile
27,269,62,419,161,282,Rice
13,92,90,642,265,85,Tomato
21,91,50,412,363,256,Wheat
5,45,61,393,363,277,Barley
23,84,32,370,286,31,chile
23,277,61,429,207,92,Rice
14,117,79,486,274,294,Tomato
21,52,59,402,115,227,Wheat
18,39,65,420,302,276,Barley
18,105,39,302,291,37,chile
23,251,72,399,160,120,Rice
16,133,84,645,205,187,Tomato
24,52,53,414,248,278,Wheat
14,43,61,426,448,295,Barley
25,111,37,311,327,25,chile
27,205,70,416,129,242,Rice
16,147,82,625,272,255,Tomato
21,91,50,422,329,254,Wheat
15,49,68,409,304,278,Barley
24,110,39,324,231,41,chile
